,category,title,instructor,price,numofstudents,numoflectures,rating,review,urls
695,웹 개발,해외취업 ASP.NET Core 웹개발 기본 강좌,SEJONG IT EDU,0,922명,총 35개 수업 / 총 4시간 2분,4.6,"""유튜브에서 ""개발토끼""라고 검색해서 강의 찾아보세요. 최신 내용이 아니지만, 관련 개념에 대해서 훨씬 자세히 설명 들을 수 있습니다.""DELIMITER111 ""군더더기 없는 깔끔한 강의 잘 들었습니다. 다음 RESTful API 강의도 기대합니다. ^^""DELIMITER111 ""가치있는 강좌였습니다. 윈도우 어플만 만들다가 갑자기 dotnet core에 꽂혀서 찾아보다 강의평가가 좋아서 들어봤는데, \r 정말 돈이 아깝지 않은 깔끔한 강의였습니다. \r 시간이 되신다면 Web API 쪽 강의도 부탁드립니다.""DELIMITER111 ""너무너무너무너무너무   쉽고 군더더기 없는   유익한 명품 강의였습니다.  다음 파트강의를 기다립니다.  꼭 해주시길 부탁드려요^^!!""DELIMITER111 ""입문하기에 좋네요 :)""",https://www.inflearn.com/course/asp-net-core
696,모바일 앱 개발,Firebase 서버를 통한 Android앱 HowlTalk 만들기,하울,0,1237명,총 32개 수업 / 총 4시간 36분,3.8,"""firebase fcm 알림 적용을 보려고 왔습니다. 말씀하신대로의 구현이 아무것도 되지 않더군요. Firebase 자체가 워낙 빨리 변화하는 것이라 지금의 문서랑도 너무 상이 해서 실제 적용에 참고할 분들에게는 도움이 되지 않는 것으로 보입니다. 너무 본론만 말씀하시니 따라가기도 버겁습니다. \r \r 그래도 이렇게 강의 무료로 올려 주시고 이렇게 하면 안된다는 것을 참고는 할 수 있었습니다. 감사합니다.""DELIMITER111 ""적절한 파베 강의입니다.""DELIMITER111 ""찬찬히 보게 되는 강의였습니다. 시간 가는 줄 모르고 다 완주했네요. 감사합니다.""DELIMITER111 ""좋아요~~!!!""DELIMITER111 ""ᕙ༼ ≖ᴥ≖༽ᕗ""",https://www.inflearn.com/course/howltalk-android-채팅앱
697,서버 개발,C# 네트워크 프로그래밍,나우IT,55000,1988명,총 15개 수업 / 총 7시간 13분,4.5,"""네트워크에 대한 기본적인 설명이 자세하게 나와있어서 좋았습니다.""DELIMITER111 ""감사합니다 잘들었습니다""DELIMITER111 ""최고의 C# 네트워킹 강의(감동)""DELIMITER111 ""좋은 강의 올려주셔서 감사합니다.""DELIMITER111 ""강의 훌륭합니다""",https://www.inflearn.com/course/c-네트워크-프로그래밍
698,게임 개발,"유니티 게임 개발 (2D) 실전편 - 스크립트는 물론, 디자인 패턴과 알고리즘까지",스터디 인코딩,0,480명,총 47개 수업 / 총 10시간 9분,4.6,"""언제 추가강의 하시나요? 질문답변도 받아주세요""DELIMITER111 ""개념 강의은 쉽게 잘가르치시는데 실습게임은 뭔가 좀 아쉽네요. 진짜 딱 맛보기용..""DELIMITER111 ""좋은 강의입니다!""DELIMITER111 ""개발에 많은 도움이 되었습니다""DELIMITER111 ""일단 만들면서 하니 너무 재밌어요""",https://www.inflearn.com/course/유니티-심화-과정
699,모바일 앱 개발,2017 Do it! 안드로이드 앱 프로그래밍 [개정 4판 누가 버전],이지스퍼블리싱,33000,4240명,총 155개 수업 / 총 30시간 6분,5.0,"""따라하는 측면이 좋다""DELIMITER111 ""명저입니다. 강의도 있어서 쉽게 들었어요""DELIMITER111 ""정말 도움이 많이 되는 강의입니다.  안드로이드 스튜디오를 한번도 사용해본 적 없는데, 강의를 듣는 것 만으로도 대략적인 윤곽이 잡힙니다. 초보자 분들은 반드시 처음부터 끝까지 한번 보시길 추천 드리며,  이렇게 좋은 강의를 무료로 제공해주신 강사님 및 관련자 분들께 진심으로 감사의 말씀드립니다.""DELIMITER111 ""감사합니다 잘들었습니다""DELIMITER111 ""감사합니다.""",https://www.inflearn.com/course/안드로이드-앱-프로그래밍
700,데이터베이스,MongoDB - Javascript로 배우는 NoSQL DB,Karoid,93500,315명,총 26개 수업 / 총 5시간 17분,3.8,"""구수한 영어에 적당한 깊이의 강의""DELIMITER111 ""초년 강사의 라이브 강의를 듣는것 같네요.""DELIMITER111 ""이건 그냥 책보고 하는것보다 못하네 ... 입문자용임..... 초보자는 다른걸 보세요.""DELIMITER111 ""발표 준비 안하고 발표하는 학부생을 보는 것 같음..""DELIMITER111 ""잘 이해됩니다""",https://www.inflearn.com/course/mongodb_grammar_basics
701,업무 자동화,파이썬스쿨 - 파이썬 프로그래밍을 이용한 업무 자동화,보안프로젝트,0,319명,총 58개 수업 / 총 10시간 6분,4.8,"""좋은 강의 내용이었습니다.""DELIMITER111 ""아주좋아요""DELIMITER111 ""강의 자료가 몇 년이 지나 안되는 부분도 많았으나 자료의 퀄리티나 강의 내용이 좋아 금방 할 수 있었습니다.""DELIMITER111 ""좋은 강의 잘 들었습니다~""DELIMITER111 ""파이썬 프로그램밍 응용을 쉽게 이해 할 수 있는 강의 잘 들었습니다.""",https://www.inflearn.com/course/python-school-업무-자동화
702,프로그래밍 언어,Java로 배우는 자료구조,권오흠,0,8756명,총 51개 수업 / 총 30시간 32분,4.7,"""상당히 도움이되는 강의입니다. 그리고 강의자료를 찾는분들이 많은데 http://alg.pknu.ac.kr/t/2016-2017-java/342 여기에 있습니다""DELIMITER111 ""컴공과 학생인데 자바 프로그래밍 기초부터 복습하고 싶어서 수강했습니다. 저희 학교 교수님보다 설명을 잘하십니다.""DELIMITER111 ""Java에 대한 기본적인 것들을 알 수 있었습니다.""DELIMITER111 ""뒤에가 더 있을것 같은데 아쉬워요!""DELIMITER111 ""화질이 너무 안좋아요..""",https://www.inflearn.com/course/java-자료구조
703,데이터 사이언스,OpenCV 강좌 - 컴퓨터 비전,Jeonghyun Kim,0,6142명,총 57개 수업 / 총 8시간 45분,4.7,"""좋은 강의 감사합니다""DELIMITER111 ""opencv를 처음접하는 분들께 강력추천 캠을 사용한 프로그램을 만들려고 강의를 찾던중에 찾게됬는데 너무 많은도움이 되었습니다.""DELIMITER111 ""애타게 찾던,,  ㅇ""DELIMITER111 ""알아듣기 힘들어요..""DELIMITER111 ""6강을 기다립니다 ㅠㅠ 좋은 강의입니다..그것도 무료로...\r opencv 분야의 노벨 평화나눔상으로 강력 추천합니다.""",https://www.inflearn.com/course/opencv-lecture
704,프로그래밍 언어,야곰의 스위프트 기본 문법 강좌,yagom,0,3707명,총 30개 수업 / 총 2시간 38분,4.8,"""간결하고 좋은 정리 감사합니다. 정리하기에 정말 좋네요. 다시 찾아보기에도 간편하구요.""DELIMITER111 ""역시 야곰님 강의라는 생각을 했습니다.  많은 도움이 되었네요^^""DELIMITER111 ""잘 들었습니다. 감사합니다.""DELIMITER111 ""스위프트 입문할때, 필요한 핵심 내용들을 잘 알려주셔서 감사합니다. 아직 배우는 단계이지만, 다른 스위프트 강의를 들을때 궁금했던 개념들을 알려주셔서 도움이 됐습니다.\r 야곰님 감사합니다!""DELIMITER111 ""속성으로 배우기 딱이네요  많은 도움이 되었습니다.""",https://www.inflearn.com/course/스위프트-기본-문법
705,서버 개발,이것이 우분투 리눅스다,한빛미디어,0,4582명,총 54개 수업 / 총 20시간 45분,4.8,"""초보자가 배우기 쉽게 알려주시네요""DELIMITER111 ""리눅스 기본 좋아요""DELIMITER111 ""리눅스 겁 먹었었는 쉽게 알려주셔서 잘 따라간 것 같습니다. 감사합니다.""DELIMITER111 ""개발자라면 언젠가 다뤄야 하는 리눅스..""DELIMITER111 ""기본 개념을 잡기에 좋아요. 저는 리눅스 명령어 1도 모르던 사람이었는데 이 강의듣고 광명찾았어용 카페에 자료들도 잘 정리되어있고 모르던 부분들 카페 뒤져가면서 찾아보면 다른분들도 다들 경험했던 문제들이기 때문에 금방 해결책을 찾을 수 있었습니당""",https://www.inflearn.com/course/이것이-우분투-리눅스다
706,웹 개발,Node.js 웹개발로 알아보는 백엔드 자바스크립트의 이해,윤지수,0,8553명,총 30개 수업 / 총 4시간 27분,4.6,"""이야... 이런 고품질 강의가... 무료로 공개되다니... 정말 감사합니다!  node.js 입문하시는 분들에게 큰 도움이됩니다! 유료강의 수준이라고 봐도 무방합니다. 중간중간에 강사님의 실수에 의한 디버깅 타임도 정말 좋았습니다! 디버깅을 직접 볼 수 있다는건 돈주고도 배울 수 없습니다... 디버깅으로 시간이 걸린다는 점으로 강의의 질이 낮다고 말씀하시는 분들이 계시다면 잠재적 발전 가능성을 스스로가 늦추는 거라고 봅니다.  실수를 해결하는 과정에 대해서 배우는건 현역에서도 배우기 힘듭니다.. 문제해결의 과정인데 저는 정말 좋았습니다!  추후 진행되는 강좌는 없으신지요! 유료강의라고해도 저는 들을 의향이 있습니다! 정말 잘 배우고 갑니다!""DELIMITER111 ""좋은 강의에요""DELIMITER111 ""장점 : Node js의 전체적인 흐름을 알 수 있습니다. 단점 : 우선 뭔가를 할 때 그냥 해야 합니다. 가 아닌 왜? 해야되는지 조금 더 자세히  알려주셨으면 합니다. 예를들어, middleware 편에서 middleware가 무엇이고 이 수업에서 우리가 middleware를 왜 설치해야되는지 간단한 부연설명이 없어 직접 인터넷에서 찾아봐야 합니다. 그리고 같은 강의에서 예를 들면 공식 웹사이트에서 소스를 긁어오는데 각각의 역할이 무엇이고 왜 써야되는지를 간략하게 나마 소개해주신다면 추후에 단순히 알려주신것 뿐만 할 수 있는 것이 아닌 스스로 응용 연습을 하기 쉽다고 생각합니다. 초보자의 입장에서 왜 쓰는지 모르는 상태에서 그냥 쓴다면 잊어버리고 더 쉽다고 생각합니다. ""DELIMITER111 ""왜 평이 좋은지 이해 못 하겠음.. 1. 대학 강의 들을 때 혼자 틀리고 혼자 고민하고 계시는 교수님이 수업하시는 느낌임. 청강하는 학생 입장에서 봤을 때 따라가면서 어? 이상한데???? 이거는 이렇게 해야하는데? 하고 먼저 찾아서 수정해서 따라하고 있던거 영상에서 혼자 찾고 있는 경우가 많음.  2. 괄호 고치는 시간이 제법 잡아먹음. 코드 복붙을 자주 하시는데 괄호 제대로 안 지우고 냅다 박아버리거나 해서 괄호 잡는거 까지 영상에 다 올려버림.   3. 완전 쌩 초보를 위한 강의인 듯 하지만 왜 이걸 이렇게 하는지 설명 안 해줌. 그냥 이렇게 함~ 하고 넘어감. 여기에 왜 이런 콜백함수가 들어가고 파라미터는 어떻게 이런게 전달되고 같은 설명이 없음. 물론 여러 api 가져와서 박아넣어서 구현하는거라 설명히 힘든건 알지만 설명이 아예 없는 경우가 대부분임...  4.  정말 지적하기 싫은 부분이지만 너무 거슬려서 언급함.. 계속 둔 둔 하시길래 보니 done을 얘기하시는 거임.. 이것 말고도 무슨 말 하고 계신거지? 싶어서 보면 나중에 아... 이걸 이래 발음하신거구나 싶은게 몇 개 더 있었음.  5. 올린지 좀 된 강의다 보니 arrow function 안 쓴 부분이나 let대신 var쓰니 영상 시청엔 참고바람.  가볍게? 듣기는 괜찮은 강의같은데 중간에 복붙한다고 놓친 괄호수정하는거나 오타, 수정없이 복붙한거 그대로 실행해서 에러 나는거만 쳐내도 4시간 30분짜리 분량을 3시간 30분 ~ 4시간으로 줄일 수 있었을 텐데.. 영상 걷어내는거 기술 필요한 것도 아니고 .. 이거만 걷어냈어도 최소 4점짜리 영상""DELIMITER111 ""개념을 잡는데 많은 도움이 되었습니다. 감사합니다. ^^""",https://www.inflearn.com/course/node-js-웹개발
707,웹 개발,Sencha ExtJS 6 로 화면개발 더이상 고민하지 말자 - 기초편,개발로짜,16500,1236명,총 31개 수업 / 총 9시간 12분,4.8,"""어려운데 들을만 해용""DELIMITER111 ""좋은강의 감사합니다.""DELIMITER111 ""열심히 하시려는 모습이 보기 좋았습니다..  다만 아쉬운 점이라면, 샘플코드를 좀 잘 올려주셨으면 좋지 않았을까 하네요.. ExtJS도 처음인데 다른 프로그램도 같이 사용해야했던  DataStore 파트, CRUD 이런 파트가 제일 어려웠습니다. ㅠㅠ 실행이 안되는데 원인은 모르겠고요..  아무튼 감사합니다! 잘보고 갑니다!""DELIMITER111 ""Ext JS 에 대해서 정말 꼼꼼히 설명해주셔서 정말 도움이 많이 되었습니다. 감사합니다!!!""DELIMITER111 ""좋은 강의 감사합니다.""",https://www.inflearn.com/course/sencha-extjs-6-기초
708,웹 개발,"퍼블리셔, 신입 프론트 개발자를 위한 실무에서 써먹는 실전 jQuery 설명서",개발로짜,0,535명,총 28개 수업 / 총 5시간 21분,4.5,"""감사합니다.""DELIMITER111 ""잘들었습니다 감사합니다.\r \r * 검색하다가  jQuery API별로 정리되어있는 괜찮은 페이지가 있어서 공유합니다. (http://oscarotero.com/jquery/)""DELIMITER111 ""편하게 듣기 좋습니다,""DELIMITER111 ""설명이 간결하고 알아듣기쉬워요!""DELIMITER111 ""잘 듣고 있습니다. 감사합니다.""",https://www.inflearn.com/course/실무에-필요한-jquery-설명서
709,웹 개발,React & Express 를 이용한 웹 어플리케이션 개발하기,velopert(김 민준),0,14559명,총 38개 수업 / 총 6시간,4.8,"""이 강좌로 리액트 입문 시작했어요. 지루하지 않게 설명도 최대한 깔끔하게 해주시는 편이고..\r 목소리도 여러 후기들 말씀대로 듣기 정말 편하네요 ㅎㅎㅎ\r 꿀성대 인정합니다!!\r \r 짜임새 있는 커리큘럼과 특정 개념을 이해하도록 의도한 예제들이 너무 마음에 듭니다.\r 아마 이것만 혼자서 반복해도 리액트 실력이 올라갈 것 같네요.\r 그리고 강사님이 쓰신 ""리액트를 다루는 기술"" 도서도 샀습니다.\r 서점 가서 다 비교해보고 샀는데, 100% 풀컬러는 아니지만 그래도 컬러풀한 느낌이 들기도 하고\r 교재에 예제도 풍부해서 이 강좌 끝나고 교재 보는 것도 좋을 것 같습니다.\r \r 감사합니다.""DELIMITER111 ""좋은강의감사합니다.""DELIMITER111 ""좋아요~~~~~~~~!!!""DELIMITER111 ""좋은강의 감사합니다""DELIMITER111 ""벨로그의 아버지다운 좋은 강의""",https://www.inflearn.com/course/react-강좌-velopert
710,프로그래밍 언어,널널한 박교수의 C 강좌 고급편,Donggyu Park,0,1584명,총 18개 수업 / 총 2시간 32분,5.0,"""쉽게 설명해 주셔서 감사합니다. 정말 도움이 되었습니다!""DELIMITER111 ""포인터가 어려웠는데 잘가르쳐주셔서 감사함돠""DELIMITER111 ""비전공자도 볼 수 있네요 ㅎㅎ""DELIMITER111 ""굿굿굿굿굿""DELIMITER111 ""보통이네요.""",https://www.inflearn.com/course/널널한-박교수-c-강좌
711,프로그래밍 언어,C 와 C++ 을 동시에 배워보자 - 두들낙서의 C/C++,두들낙서,0,12321명,총 79개 수업 / 총 19시간 42분,4.9,"""무료강의인데 비싼 등록금 내고 듣는 대학수업보다 낫습니다...""DELIMITER111 ""톤도 가볍고 강의 자체가 쳐지지 않네요.\r 이해하기 쉬운 설명도 아주 좋아요.\r C/C++ 배우실 분이라면 이 강의로 시작하는 거 추천드립니다.\r \r 참고로 지금 여기엔 69강까지 밖에 없는데, 유투브에는 이후 강의도 올라와 있어요~""DELIMITER111 ""다 좋은데 발성이 조금 아쉽네요... 내용은 정말 잘 들었습니다.\r 이해도 잘 되구요..그런데 하나 아쉬운게 나이가 어리신건지 \r 약간 앵앵거린다고해야하나? 변성기가 오다만듯한 그런 목소리톤이라\r 살짝 거슬리긴 했어요 그거말고는 다 맘에 드네요""DELIMITER111 ""나이 50이 넘은 사람이 듣기에도 쉬운 명강의입니다. 너무 잘 설명해 주시네요~ 명강의 입니다...""DELIMITER111 ""ㅋㅋㅋ강사님 졸귀탱>_<""",https://www.inflearn.com/course/c언어-두들낙서
712,프로그래밍 언어,[C# 중급 강좌] 라이브러리 만들기,alongside74,0,2464명,총 6개 수업 / 총 2시간 31분,5.0,"""이렇게 좋은 강의가... 공짜라니!!! ㅜㅜㅜ 너무너무 감사합니다. 좋은 하루보내세요""DELIMITER111 ""감사합니다!!""DELIMITER111 ""좋은 내용입니다. 다시 참조하겠습니다.""DELIMITER111 ""씨샾 재밌네요""DELIMITER111 ""실무적으로 접근 가능해서 너무 좋았습니다.  기본적인 기능 뿐만 아니라 왜 그렇게 구성해야하는지,  구성해야 하기 위해서는 어떤게 필요한지 생각하게 하는 강의 입니다.  많은 것을 배워갑니다 좋은강의 무료로 해주셔서 감사드립니다.""",https://www.inflearn.com/course/c-중급-강좌-라이브러리-만들기
713,프로그래밍 언어,독하게 시작하는 C 프로그래밍,최호성,0,6708명,총 33개 수업 / 총 24시간 34분,4.8,"""선생님이 너무 재밌는데 심화 내용이 많아서 어느정도 기초가 있는데 확실하지 않은(저처럼) 사람에게 강추해요!""DELIMITER111 ""최고""DELIMITER111 ""친절한. 강의. 과맙습니다, 친절하고. 편안한. 강의. 고맙습니다""DELIMITER111 ""정말 좋네요. 설명도 잘하시고""DELIMITER111 ""동영상 강의를 듣고 책을 구매하게 되었습니다. 오늘 오는 날이네요 우연히 동영상 강의를 듣다가 1개월째 듣고 있습니다. 이제서야 책도 구매를 하게 되네요\r 독자에 대한 배려가 와닿는 강의입니다. 동영상 강좌를 만든 이유중에 하나도 그런 이유라고 중간에 설명이 있네요!""",https://www.inflearn.com/course/독하게-시작하는-c-프로그래밍
714,프로그래밍 언어,아두이노 강좌,유용한IT학습,0,2915명,총 16개 수업 / 총 3시간 47분,4.9,"""감사합니다""DELIMITER111 ""도움이 되네요""DELIMITER111 ""좋아요 좋아요""DELIMITER111 ""아두이노 기초 강좌로 훌륭합니다""DELIMITER111 ""단순히 만들기만 하는 것이 아닌 원리도.""",https://www.inflearn.com/course/아두이노-강좌
715,웹 개발,웹브라우저 Javascript (자바스크립트),Egoing Lee,0,7355명,총 47개 수업 / 총 10시간 36분,4.9,"""굿굿굿 좀 예전 강의긴 한데~ 여전히 기본 개념들 쓱싹쓱싹 흝고가기 좋아용!""DELIMITER111 ""필수 강좌입니다. 자바스크립트 기본을 끝내고 들으시는 것을 추천합니다. 아니 필수입니다. 아니면 못 알아먹습니다.\r 이 강좌를 통해서 BOM DOM에 대해 확실히 끝낸 것 같습니다. \r 대학 과목 준비 때문에 들었는데 다행히 철저하게 준비한 것 같습니다.\r \r 수강 팁을 드리자면 egoing님께서 세심하고 꼼꼼하게 알려주시기에 놓치는 말 없이 다 들어야 합니다.\r 1회 수강하고 다 들었다고 생각했습니다만 2번째 들으니 중요한 부분이 또 있더군요.\r 길고 긴 자바스크립트 강의의 기본기를 여기서 끝마치게 됬습니다. egoing님 감사합니다.\r \r 아참 네트워크 통신은 초심자에게 어려운 부분일 수 있습니다.\r 다른 강좌 예를 들어 php나 데이터베이스 그리고 node.js를 수강하고 듣는 것이 더 좋을 것 같습니다.""DELIMITER111 ""저 자바스크립트 안다고 당당하게 말하고 다닐래요""DELIMITER111 ""강의시간 이렇게 길게 안가져가도 됐다고 봅니다.. 내용은 좋은데,1분 2분내로 각 강의가 끝날 수도 있음에 불구하고 20분 30분 늘어지는 경우가 대다수입니다.""DELIMITER111 ""잘봤습니다.""",https://www.inflearn.com/course/javascript-자바스크립트-강좌
716,기타,"기술노트 - 컴퓨터 구조부터 클라우드, 빅데이터까지 / 진로 고민, 취업 상담",기술노트with알렉,165000,524명,총 90개 수업 / 수업,5.0,"""요즘 핫한 분야를 알아둬야겠다는 생각에 듣게 되었습니다. 덕분에 기초 지식 많이 알고 새로운 분야도 알아 가네요. 감사합니다^^""DELIMITER111 ""너무 듣고 싶었고 알고 싶었던 정보만 있어요. 특히 빅데이터 관련해서 큰 도움 받았고 이런 강의를 해주시는 분들이 없었는데 이렇게 자세히 분야별로 말씀해주시니 감사합니다.""DELIMITER111 ""강의 내용이 알차고 쉽게 잘 풀이 되어있습니다 !""",https://www.inflearn.com/course/기술노트-구조-빅데이터
717,게임 개발,유니티 방치형 게임 만들기,코사트,11000,33명,총 30개 수업 / 총 5시간 35분,3.8,"""아직 초기이긴 한데, 강사님의 준비 부족이 많이 느껴집니다. 챕터1(1시간) 강의를 들고 난 뒤 후기이며, 더욱 나아지길 기대하며 완강 하면 별점 그대로거나 수정 하겠습니다.""DELIMITER111 ""방치형 게임뿐만 아니라 다른 장르에서도 다방면으로 활용할 수 있는 기능들이 많아 정말 많은 참고가 되었습니다.  강의 속도도 적당해서 따라가는 동안 정말 편안했습니다 :)""DELIMITER111 ""강의 내용이 좀 부실한것 같습니다.""DELIMITER111 ""유니티 처음하는 재미있게 잘 따라했습니다. 궁금했던 부분을 확인할 수 있었어요.""DELIMITER111 ""설계 구성을 다루고있는 강의라 막힘없이 진행을 할수 있었습니다. 굿!""",https://www.inflearn.com/course/방치형-게임-만들기
718,게임 개발,C언어 슈팅게임 따라만들기,코사트,46200,23명,총 10개 수업 / 총 1시간 27분,0.0,,https://www.inflearn.com/course/c언어-슈팅게임
719,프로그래밍 언어,예제로 공부하는 Java 100 문제풀이 Part.5,유용한IT학습,44000,28117명,총 23개 수업 / 총 10시간 43분,0.0,,https://www.inflearn.com/course/자바-100제-5
720,프로그래밍 언어,예제로 공부하는 Java 100 문제풀이 Part.3,유용한IT학습,35200,28175명,총 27개 수업 / 총 10시간 4분,5.0,"""예제가 많아 좋아요""DELIMITER111 ""좋은 강의 잘 들었습니다:D!!!""DELIMITER111 ""좋았습니다.""DELIMITER111 ""이제까지 들어본 자바 강의 중 최고의 강의 입니다 객체 생성 및 사용에 대한 개념을 코드로 설명 하시는데  군더더기 없고 너무 깔끔 하시네요^*^""",https://www.inflearn.com/course/자바-100제-3
721,프로그래밍 언어,예제로 공부하는 Java 100 문제풀이 Part.2,유용한IT학습,55000,28629명,총 22개 수업 / 총 7시간 13분,5.0,"""자바 기초를 튼튼히 합니다""DELIMITER111 ""좋은강의였습니다.""DELIMITER111 ""귯귯귯귯귯""",https://www.inflearn.com/course/자바-100제-2
722,모바일 앱 개발,[애플 공식 교재] iOS 앱 만들기 Part2,코더스하이,24200,12명,총 20개 수업 / 총 22시간 8분,0.0,,https://www.inflearn.com/course/ios-앱개발-스위프트-2
723,교양 · 기타,정보처리기사 필기 - 제3과목 데이터베이스 구축 (2020 개정),유용한IT학습,22000,26835명,총 14개 수업 / 총 6시간 3분,3.7,"""그냥 그러네요..""DELIMITER111 ""감사합니다""DELIMITER111 ""선생님의 말씀이 알아듣기 너무 힘들어요....""",https://www.inflearn.com/course/정보처리기사-필기-3
724,교양 · 기타,정보처리기사 필기 - 제4과목 프로그래밍 언어 활용 (2020 개정),유용한IT학습,22000,26849명,총 13개 수업 / 총 5시간 36분,5.0,"""너무좋아요""DELIMITER111 ""포인트만 쏙쏙 짚어주는 알짜강의""DELIMITER111 ""자격증딸때  좋아요""",https://www.inflearn.com/course/정보처리기사-필기-4
725,웹 개발,jQuery 입문자를 위한 강의,JeongTaeHyun,26400,19명,총 91개 수업 / 총 14시간 2분,0.0,,https://www.inflearn.com/course/제이쿼리-입문
726,교양 · 기타,정보처리기사 실기 (2020 개정) 제대로 배우기 Part.2,유용한IT학습,24200,27384명,총 16개 수업 / 총 6시간 43분,5.0,"""잘 들었습니다 :)""DELIMITER111 ""정처기 빠르게 훑기 좋네요""DELIMITER111 ""개별학습 후 마무리로 간략하게 듣기 좋은 강의입니다.""",https://www.inflearn.com/course/정보처리기사-실기-2
727,교양 · 기타,정보처리기사 실기 (2020 개정) 제대로 배우기 Part.1,유용한IT학습,0,28093명,총 15개 수업 / 총 6시간 40분,4.3,"""감사합니다 선생님""DELIMITER111 ""본격적으로 공부하기 전에 간략한 흐름을 잡기에는 좋은 구성이지만 이걸로 시험 공부를 하기에는 내용이 부실합니다. 간략히 한번 본다고 생각하세요.""DELIMITER111 ""좋은 강의였습니다.^^""DELIMITER111 ""별로에요..""DELIMITER111 ""잘 들었습니다 :)""",https://www.inflearn.com/course/정보처리기사-실기-1
728,업무 자동화,R과 Python으로 하는 문서자동화 (기초),Issac Lee,165000,413명,총 16개 수업 / 수업,5.0,"""근본없이 rmd작성했는데 근본을 넣어주십니다...""DELIMITER111 ""좋은 강의 감사 합니다.""DELIMITER111 ""좋은 강의 감사합니다.""DELIMITER111 ""아주 좋은 강의였습니다.""",https://www.inflearn.com/course/문서자동화-r-python
729,웹 개발,[취업연계 100% 환급] 인프런 오리지널 프로그래밍 3종 패키지,인프런,88000,24명,총 0개 수업 / 수업,0.0,,https://www.inflearn.com/course/인프런-오리지널-프로그래밍-3종-원티드
730,데이터 분석,누구나 쉽게 배우는 통계(SPSS보다 쉽게 R),김지형,22000,23명,총 33개 수업 / 총 2시간 13분,0.0,,https://www.inflearn.com/course/쉽게-배우는-통계
731,웹 개발,실전! 웹사이트제작! Step by Step! ('돕다' 사이트제작_Basic Course),J.영,0,1080명,총 8개 수업 / 총 1시간 51분,4.8,"""웹사이트 애니메이션 전혀 만들 줄 몰랐는데ㅠㅠ 강의 덕분에 배워갑니다 감사합니다♡.♡""DELIMITER111 ""어렵게만 생각했던 애니메이션 효과에 대해서 쉽고 재미있게 배울 수 있어서 정말 좋습니다. 퍼블리싱 공부 하기 막막했는데 유용한 정보 많이 배워갑니다 무료로 이런 좋은 강의 오픈해주셔서 감사합니다.""DELIMITER111 ""좋은 강의 였습니다.""DELIMITER111 ""제이영 강사님! 무료강의 유투브로도 듣고있어요 좋은강의 감사합니다~ !!!!!!!!!""DELIMITER111 ""감사합니다. 재미있게 잘 듣고 따라서 만들어 보았습니다.""",https://www.inflearn.com/course/웹사이트제작-레이아웃-돕다
732,웹 개발,실용적인 웹 프로그래밍,설리번 프로젝트,0,614명,총 20개 수업 / 총 1시간 35분,4.4,"""너무좋네요~~!""DELIMITER111 ""내가 웹 사용시 불편한 것을 고치고 그것을 웹 확장프로그램으로 나눌 수 있는 것에 대해 배울 수 있었던 좋은 시간이었네요""DELIMITER111 ""조각지식이 꿰어 지는 느낌이 드는 강의 입니다....^^""DELIMITER111 ""직접 사용 해 볼수 있는 강의 감사합니다.""DELIMITER111 ""good!""",https://www.inflearn.com/course/실용적인-웹-프로그래밍
733,프로그래밍 언어,[김왼손의 왼손코딩] 1일 1파이썬: 초급자를 위한 파이썬 50제,김왼손의 왼손코딩,0,1341명,총 50개 수업 / 수업,4.8,"""감사 합니다..""DELIMITER111 ""설명이 간결해서 간단하게, 가볍게 볼 수 있어서 좋았어요. 그리고 간단한 함수들을 복습하고 새로 알 수 있게 되어 좋았어요!""DELIMITER111 ""Goodd job""DELIMITER111 ""믿고보는 김왼손님!""DELIMITER111 ""오른손잡이지만 왼손코딩도 괜찮네요""",https://www.inflearn.com/course/왼손코딩-파이썬-50제
734,프로그래밍 언어,블록코딩의 이해,만능MN,168300,107명,총 12개 수업 / 총 1시간 48분,4.8,"""잘들었습니다""DELIMITER111 ""아이들에게 도움이 많이 될거 같습니다!""DELIMITER111 ""좋은 강의입니다""DELIMITER111 ""좋은 강의 감사합니다.""",https://www.inflearn.com/course/블록코딩-cos
735,데이터베이스,MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.3,유용한IT학습,22000,26060명,총 101개 수업 / 총 38시간 39분,4.0,"""수고하셨습니다""DELIMITER111 ""같으 얘기를 너무 반복함""DELIMITER111 ""sql의 활용으로서 좋습니다""",https://www.inflearn.com/course/mssql-데이터베이스-파트3
